bank_name,loan_type,interest_rate,tenure_years,min_amount,max_amount,processing_fee,employment_type,location,description
BOB,Vehicle Loan,7.33,2,200000,1000000,₹5811,Salaried,Gachibowli,"BOB offers a vehicle loan at 7.33% for up to ₹1000000 in Gachibowli, Hyderabad."
Axis,Personal Loan,14.08,10,50000,2000000,₹2192,Salaried,Attapur,"Axis offers a personal loan at 14.08% for up to ₹2000000 in Attapur, Hyderabad."
ICICI,Home Loan,13.91,3,50000,1000000,₹2449,Pensioner,LB Nagar,"ICICI offers a home loan at 13.91% for up to ₹1000000 in LB Nagar, Hyderabad."
SBI,Personal Loan,13.32,20,50000,2000000,₹2427,Government,Dilsukhnagar,"SBI offers a personal loan at 13.32% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
HDFC,Education Loan,13.06,10,200000,2000000,₹3383,Self-Employed,Dilsukhnagar,"HDFC offers a education loan at 13.06% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
Canara,Education Loan,13.48,20,50000,2000000,₹2590,Government,Dilsukhnagar,"Canara offers a education loan at 13.48% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
Yes Bank,Education Loan,12.07,2,200000,500000,₹1132,Government,Attapur,"Yes Bank offers a education loan at 12.07% for up to ₹500000 in Attapur, Hyderabad."
IDFC First,Personal Loan,9.65,2,100000,1000000,₹8875,Pensioner,LB Nagar,"IDFC First offers a personal loan at 9.65% for up to ₹1000000 in LB Nagar, Hyderabad."
Canara,Personal Loan,12.01,20,100000,1000000,₹9036,Government,Gachibowli,"Canara offers a personal loan at 12.01% for up to ₹1000000 in Gachibowli, Hyderabad."
Kotak,Education Loan,8.87,10,100000,1000000,₹3144,Self-Employed,Kondapur,"Kotak offers a education loan at 8.87% for up to ₹1000000 in Kondapur, Hyderabad."
HDFC,Personal Loan,7.36,15,200000,500000,₹4194,Government,Jubilee Hills,"HDFC offers a personal loan at 7.36% for up to ₹500000 in Jubilee Hills, Hyderabad."
Axis,Personal Loan,12.52,15,50000,500000,₹5393,Self-Employed,Kukatpally,"Axis offers a personal loan at 12.52% for up to ₹500000 in Kukatpally, Hyderabad."
ICICI,Home Loan,14.34,10,50000,500000,₹2538,Salaried,Kukatpally,"ICICI offers a home loan at 14.34% for up to ₹500000 in Kukatpally, Hyderabad."
Yes Bank,Personal Loan,13.63,10,50000,2000000,₹8605,Pensioner,Ameerpet,"Yes Bank offers a personal loan at 13.63% for up to ₹2000000 in Ameerpet, Hyderabad."
IDFC First,Education Loan,9.42,3,50000,1000000,₹1815,Self-Employed,Dilsukhnagar,"IDFC First offers a education loan at 9.42% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
Canara,Education Loan,7.35,15,50000,1000000,₹5269,Self-Employed,Kondapur,"Canara offers a education loan at 7.35% for up to ₹1000000 in Kondapur, Hyderabad."
Yes Bank,Education Loan,10.97,1,100000,1000000,₹3816,Self-Employed,Ameerpet,"Yes Bank offers a education loan at 10.97% for up to ₹1000000 in Ameerpet, Hyderabad."
BOB,Vehicle Loan,11.32,1,50000,2000000,₹7611,Government,Jubilee Hills,"BOB offers a vehicle loan at 11.32% for up to ₹2000000 in Jubilee Hills, Hyderabad."
BOB,Home Loan,14.24,5,200000,2000000,₹8547,Salaried,Attapur,"BOB offers a home loan at 14.24% for up to ₹2000000 in Attapur, Hyderabad."
Yes Bank,Personal Loan,8.45,20,100000,500000,₹9904,Government,Madhapur,"Yes Bank offers a personal loan at 8.45% for up to ₹500000 in Madhapur, Hyderabad."
HDFC,Home Loan,8.81,20,200000,500000,₹4992,Pensioner,Hitech City,"HDFC offers a home loan at 8.81% for up to ₹500000 in Hitech City, Hyderabad."
BOB,Personal Loan,9.03,20,200000,2000000,₹2933,Salaried,Hitech City,"BOB offers a personal loan at 9.03% for up to ₹2000000 in Hitech City, Hyderabad."
PNB,Home Loan,11.66,2,50000,500000,₹7317,Pensioner,Kondapur,"PNB offers a home loan at 11.66% for up to ₹500000 in Kondapur, Hyderabad."
SBI,Education Loan,7.06,5,200000,2000000,₹9687,Salaried,Kukatpally,"SBI offers a education loan at 7.06% for up to ₹2000000 in Kukatpally, Hyderabad."
Kotak,Personal Loan,8.21,3,200000,500000,₹1042,Pensioner,Miyapur,"Kotak offers a personal loan at 8.21% for up to ₹500000 in Miyapur, Hyderabad."
Canara,Personal Loan,8.85,3,50000,500000,₹3471,Self-Employed,Kondapur,"Canara offers a personal loan at 8.85% for up to ₹500000 in Kondapur, Hyderabad."
Canara,Personal Loan,7.43,3,200000,2000000,₹8921,Salaried,Jubilee Hills,"Canara offers a personal loan at 7.43% for up to ₹2000000 in Jubilee Hills, Hyderabad."
Canara,Vehicle Loan,11.33,5,100000,2000000,₹7123,Salaried,Dilsukhnagar,"Canara offers a vehicle loan at 11.33% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
Axis,Education Loan,13.64,5,200000,500000,₹1979,Self-Employed,Attapur,"Axis offers a education loan at 13.64% for up to ₹500000 in Attapur, Hyderabad."
SBI,Home Loan,7.17,20,200000,2000000,₹6016,Salaried,Tolichowki,"SBI offers a home loan at 7.17% for up to ₹2000000 in Tolichowki, Hyderabad."
Yes Bank,Home Loan,10.37,15,100000,1000000,₹7337,Government,Hitech City,"Yes Bank offers a home loan at 10.37% for up to ₹1000000 in Hitech City, Hyderabad."
PNB,Personal Loan,7.52,5,100000,2000000,₹6738,Pensioner,Kukatpally,"PNB offers a personal loan at 7.52% for up to ₹2000000 in Kukatpally, Hyderabad."
Canara,Education Loan,11.62,20,100000,1000000,₹4126,Government,Banjara Hills,"Canara offers a education loan at 11.62% for up to ₹1000000 in Banjara Hills, Hyderabad."
Canara,Education Loan,7.0,5,50000,2000000,₹9473,Self-Employed,Jubilee Hills,"Canara offers a education loan at 7.0% for up to ₹2000000 in Jubilee Hills, Hyderabad."
Axis,Education Loan,14.52,10,50000,2000000,₹5953,Pensioner,Banjara Hills,"Axis offers a education loan at 14.52% for up to ₹2000000 in Banjara Hills, Hyderabad."
Axis,Personal Loan,9.59,20,100000,500000,₹3006,Self-Employed,LB Nagar,"Axis offers a personal loan at 9.59% for up to ₹500000 in LB Nagar, Hyderabad."
SBI,Home Loan,8.07,20,50000,1000000,₹8434,Government,Begumpet,"SBI offers a home loan at 8.07% for up to ₹1000000 in Begumpet, Hyderabad."
Canara,Home Loan,7.67,3,50000,500000,₹9614,Pensioner,Jubilee Hills,"Canara offers a home loan at 7.67% for up to ₹500000 in Jubilee Hills, Hyderabad."
IDFC First,Vehicle Loan,13.89,5,200000,1000000,₹8369,Pensioner,Jubilee Hills,"IDFC First offers a vehicle loan at 13.89% for up to ₹1000000 in Jubilee Hills, Hyderabad."
IDFC First,Education Loan,12.09,5,100000,2000000,₹2636,Self-Employed,Mehdipatnam,"IDFC First offers a education loan at 12.09% for up to ₹2000000 in Mehdipatnam, Hyderabad."
Kotak,Home Loan,9.47,3,200000,500000,₹3247,Government,Secunderabad,"Kotak offers a home loan at 9.47% for up to ₹500000 in Secunderabad, Hyderabad."
Canara,Personal Loan,10.37,20,50000,1000000,₹6034,Government,Ameerpet,"Canara offers a personal loan at 10.37% for up to ₹1000000 in Ameerpet, Hyderabad."
ICICI,Education Loan,11.56,3,200000,500000,₹6007,Pensioner,Attapur,"ICICI offers a education loan at 11.56% for up to ₹500000 in Attapur, Hyderabad."
Yes Bank,Vehicle Loan,9.32,10,100000,500000,₹4607,Salaried,Mehdipatnam,"Yes Bank offers a vehicle loan at 9.32% for up to ₹500000 in Mehdipatnam, Hyderabad."
Axis,Home Loan,7.4,3,200000,1000000,₹2475,Salaried,Hitech City,"Axis offers a home loan at 7.4% for up to ₹1000000 in Hitech City, Hyderabad."
IDFC First,Education Loan,10.18,2,200000,2000000,₹7811,Pensioner,Kondapur,"IDFC First offers a education loan at 10.18% for up to ₹2000000 in Kondapur, Hyderabad."
SBI,Education Loan,13.25,3,200000,500000,₹2796,Self-Employed,Jubilee Hills,"SBI offers a education loan at 13.25% for up to ₹500000 in Jubilee Hills, Hyderabad."
ICICI,Home Loan,13.97,10,100000,2000000,₹3447,Self-Employed,Hitech City,"ICICI offers a home loan at 13.97% for up to ₹2000000 in Hitech City, Hyderabad."
IDFC First,Vehicle Loan,10.44,3,200000,500000,₹8437,Salaried,Mehdipatnam,"IDFC First offers a vehicle loan at 10.44% for up to ₹500000 in Mehdipatnam, Hyderabad."
PNB,Home Loan,14.59,15,100000,1000000,₹4361,Salaried,Kondapur,"PNB offers a home loan at 14.59% for up to ₹1000000 in Kondapur, Hyderabad."
SBI,Education Loan,10.84,2,200000,500000,₹2091,Salaried,Tolichowki,"SBI offers a education loan at 10.84% for up to ₹500000 in Tolichowki, Hyderabad."
HDFC,Home Loan,7.82,10,50000,2000000,₹6417,Salaried,Miyapur,"HDFC offers a home loan at 7.82% for up to ₹2000000 in Miyapur, Hyderabad."
HDFC,Home Loan,8.75,3,50000,2000000,₹8068,Salaried,Jubilee Hills,"HDFC offers a home loan at 8.75% for up to ₹2000000 in Jubilee Hills, Hyderabad."
IDFC First,Vehicle Loan,10.07,5,50000,1000000,₹3755,Self-Employed,Tolichowki,"IDFC First offers a vehicle loan at 10.07% for up to ₹1000000 in Tolichowki, Hyderabad."
PNB,Vehicle Loan,9.67,3,50000,2000000,₹2734,Pensioner,Kondapur,"PNB offers a vehicle loan at 9.67% for up to ₹2000000 in Kondapur, Hyderabad."
SBI,Vehicle Loan,14.14,10,200000,2000000,₹1205,Self-Employed,Gachibowli,"SBI offers a vehicle loan at 14.14% for up to ₹2000000 in Gachibowli, Hyderabad."
SBI,Personal Loan,13.56,3,100000,1000000,₹5111,Salaried,Madhapur,"SBI offers a personal loan at 13.56% for up to ₹1000000 in Madhapur, Hyderabad."
SBI,Vehicle Loan,14.15,2,100000,2000000,₹3354,Pensioner,Gachibowli,"SBI offers a vehicle loan at 14.15% for up to ₹2000000 in Gachibowli, Hyderabad."
Kotak,Home Loan,11.94,15,100000,500000,₹9059,Self-Employed,LB Nagar,"Kotak offers a home loan at 11.94% for up to ₹500000 in LB Nagar, Hyderabad."
Kotak,Personal Loan,7.27,5,200000,2000000,₹1699,Salaried,Attapur,"Kotak offers a personal loan at 7.27% for up to ₹2000000 in Attapur, Hyderabad."
HDFC,Vehicle Loan,14.21,15,100000,500000,₹9940,Self-Employed,Kondapur,"HDFC offers a vehicle loan at 14.21% for up to ₹500000 in Kondapur, Hyderabad."
IDFC First,Personal Loan,9.87,1,50000,1000000,₹2123,Government,Attapur,"IDFC First offers a personal loan at 9.87% for up to ₹1000000 in Attapur, Hyderabad."
PNB,Home Loan,7.31,3,200000,500000,₹6460,Self-Employed,Attapur,"PNB offers a home loan at 7.31% for up to ₹500000 in Attapur, Hyderabad."
PNB,Personal Loan,14.54,10,50000,1000000,₹9522,Self-Employed,Banjara Hills,"PNB offers a personal loan at 14.54% for up to ₹1000000 in Banjara Hills, Hyderabad."
Yes Bank,Education Loan,8.76,15,50000,2000000,₹4532,Pensioner,Tolichowki,"Yes Bank offers a education loan at 8.76% for up to ₹2000000 in Tolichowki, Hyderabad."
Yes Bank,Vehicle Loan,10.83,15,200000,2000000,₹9115,Self-Employed,Banjara Hills,"Yes Bank offers a vehicle loan at 10.83% for up to ₹2000000 in Banjara Hills, Hyderabad."
Yes Bank,Vehicle Loan,10.87,1,100000,500000,₹9800,Government,Miyapur,"Yes Bank offers a vehicle loan at 10.87% for up to ₹500000 in Miyapur, Hyderabad."
ICICI,Home Loan,8.26,15,50000,1000000,₹2093,Self-Employed,LB Nagar,"ICICI offers a home loan at 8.26% for up to ₹1000000 in LB Nagar, Hyderabad."
ICICI,Education Loan,11.84,15,100000,1000000,₹6503,Pensioner,LB Nagar,"ICICI offers a education loan at 11.84% for up to ₹1000000 in LB Nagar, Hyderabad."
Yes Bank,Home Loan,10.39,15,50000,2000000,₹2377,Government,Kukatpally,"Yes Bank offers a home loan at 10.39% for up to ₹2000000 in Kukatpally, Hyderabad."
BOB,Vehicle Loan,13.63,3,200000,2000000,₹7390,Salaried,Mehdipatnam,"BOB offers a vehicle loan at 13.63% for up to ₹2000000 in Mehdipatnam, Hyderabad."
ICICI,Vehicle Loan,9.16,2,100000,2000000,₹1417,Self-Employed,Kondapur,"ICICI offers a vehicle loan at 9.16% for up to ₹2000000 in Kondapur, Hyderabad."
Yes Bank,Vehicle Loan,11.7,5,50000,500000,₹4264,Pensioner,Kukatpally,"Yes Bank offers a vehicle loan at 11.7% for up to ₹500000 in Kukatpally, Hyderabad."
Kotak,Education Loan,14.39,15,100000,2000000,₹5546,Pensioner,Jubilee Hills,"Kotak offers a education loan at 14.39% for up to ₹2000000 in Jubilee Hills, Hyderabad."
ICICI,Education Loan,14.47,1,50000,2000000,₹1827,Government,Jubilee Hills,"ICICI offers a education loan at 14.47% for up to ₹2000000 in Jubilee Hills, Hyderabad."
HDFC,Personal Loan,8.02,15,200000,500000,₹1837,Self-Employed,Attapur,"HDFC offers a personal loan at 8.02% for up to ₹500000 in Attapur, Hyderabad."
ICICI,Home Loan,9.23,1,50000,500000,₹2574,Self-Employed,Mehdipatnam,"ICICI offers a home loan at 9.23% for up to ₹500000 in Mehdipatnam, Hyderabad."
Kotak,Home Loan,14.78,1,100000,1000000,₹9808,Government,Kondapur,"Kotak offers a home loan at 14.78% for up to ₹1000000 in Kondapur, Hyderabad."
SBI,Home Loan,9.33,15,50000,1000000,₹2532,Government,Gachibowli,"SBI offers a home loan at 9.33% for up to ₹1000000 in Gachibowli, Hyderabad."
BOB,Education Loan,14.47,2,100000,2000000,₹2427,Salaried,Tolichowki,"BOB offers a education loan at 14.47% for up to ₹2000000 in Tolichowki, Hyderabad."
SBI,Education Loan,13.85,1,100000,500000,₹3846,Self-Employed,Attapur,"SBI offers a education loan at 13.85% for up to ₹500000 in Attapur, Hyderabad."
Kotak,Education Loan,10.09,3,200000,500000,₹5387,Pensioner,Kondapur,"Kotak offers a education loan at 10.09% for up to ₹500000 in Kondapur, Hyderabad."
IDFC First,Personal Loan,12.5,1,50000,2000000,₹7272,Self-Employed,Banjara Hills,"IDFC First offers a personal loan at 12.5% for up to ₹2000000 in Banjara Hills, Hyderabad."
SBI,Home Loan,11.35,5,200000,2000000,₹2404,Self-Employed,Gachibowli,"SBI offers a home loan at 11.35% for up to ₹2000000 in Gachibowli, Hyderabad."
Axis,Home Loan,8.72,10,200000,2000000,₹2380,Self-Employed,Attapur,"Axis offers a home loan at 8.72% for up to ₹2000000 in Attapur, Hyderabad."
Yes Bank,Personal Loan,9.42,3,50000,500000,₹6521,Self-Employed,Kukatpally,"Yes Bank offers a personal loan at 9.42% for up to ₹500000 in Kukatpally, Hyderabad."
PNB,Personal Loan,7.93,3,200000,500000,₹8832,Salaried,Madhapur,"PNB offers a personal loan at 7.93% for up to ₹500000 in Madhapur, Hyderabad."
Kotak,Home Loan,10.62,1,50000,2000000,₹3376,Salaried,Jubilee Hills,"Kotak offers a home loan at 10.62% for up to ₹2000000 in Jubilee Hills, Hyderabad."
HDFC,Home Loan,11.85,2,200000,1000000,₹5668,Government,Hitech City,"HDFC offers a home loan at 11.85% for up to ₹1000000 in Hitech City, Hyderabad."
Axis,Personal Loan,7.34,1,100000,1000000,₹7942,Self-Employed,Begumpet,"Axis offers a personal loan at 7.34% for up to ₹1000000 in Begumpet, Hyderabad."
BOB,Personal Loan,9.22,15,50000,2000000,₹2614,Self-Employed,Gachibowli,"BOB offers a personal loan at 9.22% for up to ₹2000000 in Gachibowli, Hyderabad."
BOB,Personal Loan,9.52,1,100000,500000,₹2892,Government,Hitech City,"BOB offers a personal loan at 9.52% for up to ₹500000 in Hitech City, Hyderabad."
PNB,Vehicle Loan,10.94,10,200000,500000,₹3623,Pensioner,Ameerpet,"PNB offers a vehicle loan at 10.94% for up to ₹500000 in Ameerpet, Hyderabad."
Axis,Education Loan,12.28,15,100000,1000000,₹9970,Government,Madhapur,"Axis offers a education loan at 12.28% for up to ₹1000000 in Madhapur, Hyderabad."
IDFC First,Vehicle Loan,11.24,3,50000,1000000,₹6522,Self-Employed,Kukatpally,"IDFC First offers a vehicle loan at 11.24% for up to ₹1000000 in Kukatpally, Hyderabad."
Yes Bank,Personal Loan,10.0,1,100000,500000,₹1641,Government,Jubilee Hills,"Yes Bank offers a personal loan at 10.0% for up to ₹500000 in Jubilee Hills, Hyderabad."
Axis,Home Loan,12.82,2,50000,500000,₹8576,Self-Employed,Jubilee Hills,"Axis offers a home loan at 12.82% for up to ₹500000 in Jubilee Hills, Hyderabad."
IDFC First,Vehicle Loan,12.14,2,200000,1000000,₹8826,Pensioner,LB Nagar,"IDFC First offers a vehicle loan at 12.14% for up to ₹1000000 in LB Nagar, Hyderabad."
BOB,Education Loan,7.76,15,100000,1000000,₹1035,Government,Kondapur,"BOB offers a education loan at 7.76% for up to ₹1000000 in Kondapur, Hyderabad."
Axis,Vehicle Loan,13.29,10,50000,2000000,₹8213,Self-Employed,Hitech City,"Axis offers a vehicle loan at 13.29% for up to ₹2000000 in Hitech City, Hyderabad."
Axis,Personal Loan,7.33,15,100000,500000,₹9370,Self-Employed,Madhapur,"Axis offers a personal loan at 7.33% for up to ₹500000 in Madhapur, Hyderabad."
Yes Bank,Home Loan,10.73,3,50000,1000000,₹6788,Pensioner,Mehdipatnam,"Yes Bank offers a home loan at 10.73% for up to ₹1000000 in Mehdipatnam, Hyderabad."
PNB,Home Loan,13.44,5,200000,500000,₹3079,Government,Jubilee Hills,"PNB offers a home loan at 13.44% for up to ₹500000 in Jubilee Hills, Hyderabad."
Canara,Home Loan,11.22,20,50000,500000,₹7141,Government,Banjara Hills,"Canara offers a home loan at 11.22% for up to ₹500000 in Banjara Hills, Hyderabad."
Kotak,Vehicle Loan,10.78,20,50000,500000,₹9431,Pensioner,Begumpet,"Kotak offers a vehicle loan at 10.78% for up to ₹500000 in Begumpet, Hyderabad."
PNB,Education Loan,11.96,3,200000,500000,₹1742,Salaried,Tolichowki,"PNB offers a education loan at 11.96% for up to ₹500000 in Tolichowki, Hyderabad."
Axis,Personal Loan,14.48,5,100000,2000000,₹8034,Government,Begumpet,"Axis offers a personal loan at 14.48% for up to ₹2000000 in Begumpet, Hyderabad."
ICICI,Home Loan,11.53,2,50000,1000000,₹4677,Salaried,Dilsukhnagar,"ICICI offers a home loan at 11.53% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
Yes Bank,Education Loan,14.49,20,100000,1000000,₹3459,Self-Employed,Banjara Hills,"Yes Bank offers a education loan at 14.49% for up to ₹1000000 in Banjara Hills, Hyderabad."
Yes Bank,Education Loan,7.54,2,200000,1000000,₹6036,Salaried,Kukatpally,"Yes Bank offers a education loan at 7.54% for up to ₹1000000 in Kukatpally, Hyderabad."
HDFC,Vehicle Loan,13.67,3,200000,500000,₹5835,Salaried,Jubilee Hills,"HDFC offers a vehicle loan at 13.67% for up to ₹500000 in Jubilee Hills, Hyderabad."
HDFC,Education Loan,10.01,1,100000,2000000,₹1302,Pensioner,Hitech City,"HDFC offers a education loan at 10.01% for up to ₹2000000 in Hitech City, Hyderabad."
Axis,Personal Loan,10.09,15,100000,500000,₹3256,Government,Tolichowki,"Axis offers a personal loan at 10.09% for up to ₹500000 in Tolichowki, Hyderabad."
HDFC,Education Loan,14.68,15,100000,1000000,₹3631,Government,LB Nagar,"HDFC offers a education loan at 14.68% for up to ₹1000000 in LB Nagar, Hyderabad."
BOB,Home Loan,13.98,3,50000,2000000,₹4897,Salaried,Miyapur,"BOB offers a home loan at 13.98% for up to ₹2000000 in Miyapur, Hyderabad."
Kotak,Vehicle Loan,10.72,2,100000,500000,₹1506,Salaried,Miyapur,"Kotak offers a vehicle loan at 10.72% for up to ₹500000 in Miyapur, Hyderabad."
PNB,Personal Loan,9.26,10,100000,1000000,₹3185,Government,Dilsukhnagar,"PNB offers a personal loan at 9.26% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
Canara,Personal Loan,12.58,3,50000,500000,₹6868,Government,Dilsukhnagar,"Canara offers a personal loan at 12.58% for up to ₹500000 in Dilsukhnagar, Hyderabad."
ICICI,Vehicle Loan,10.23,3,50000,1000000,₹7185,Government,Kondapur,"ICICI offers a vehicle loan at 10.23% for up to ₹1000000 in Kondapur, Hyderabad."
IDFC First,Home Loan,8.75,10,50000,500000,₹1853,Pensioner,Madhapur,"IDFC First offers a home loan at 8.75% for up to ₹500000 in Madhapur, Hyderabad."
Axis,Vehicle Loan,11.14,15,100000,1000000,₹3060,Salaried,Tolichowki,"Axis offers a vehicle loan at 11.14% for up to ₹1000000 in Tolichowki, Hyderabad."
Axis,Vehicle Loan,9.24,10,100000,1000000,₹2177,Pensioner,Mehdipatnam,"Axis offers a vehicle loan at 9.24% for up to ₹1000000 in Mehdipatnam, Hyderabad."
Kotak,Vehicle Loan,12.15,10,100000,1000000,₹2113,Self-Employed,Miyapur,"Kotak offers a vehicle loan at 12.15% for up to ₹1000000 in Miyapur, Hyderabad."
